ad disruption,THIS IS NOT AN APP ITS JUST A FRONT !! SO U CAN GET ADS FOR BE NAUGHTY
fail to retrieve content,I cant do anything it says 404 error
payment deception,When I saw this I was like finally I get a dragon! But you have to pay! :(
fail to start,Button not working.
fail to start,Does NOT work. Stupid
fail to retrieve content,Error code 404 when install
virus,"This poisonous game	"
vulgar content,Nice but Many many sexy video Cractor loss girls That is harmful
illegal redirection,"It takes Android 4.2 or above to play waste!	"
vulgar content,It's easy to use and helps bringing people from different countries and racist 2gether??
fail to exit,"OK, this software is good. You can see that the software running in the background can be arbitrary, but you should be careful now	"
vulgar content,It's sexual
payment deception,the worst 40$ i ever spent my child found a way to write texts from a different app which doesnot show in web watcher she also blocked the web to stop all messages its awful never again will i waste my money please dont give ur account as payment u will be stuck with junk app thats why i use prepaid rip off
excessive network traffic,"There is no cheating flow in hoisting	"
fail to start,Keeps saying the app has stopped and needs to restart
app repackaging,"I fucked up ? It's a cracked version. What's the meaning of wool?	"
fail to install,"Why can't you install it? Android, what's going on	"
vulgar content,This was a great app...FOR SHOW I BY YOUR GOD DAMN PENIS
vulgar content,Me and my guinea pig have the BEST time on here. I use this app whenever my mom is being loud when her cheeks are getting clapped. It distracts me from the new guys she brings home every night and blows their dicks like balloons. 7/7 would recocombed
praise,Very nice creating vedios it's very good app for knowing good thing's ..so let it download and enjoy tik tok?
vulgar content,If you want to watch your friends eyes burn and troll others it's the best app ever 5/5 everyone on this app has a small pee pee also WARNING: beware of 40 year old men sending unsolicited dick pics
fail to install,"Installation failed. The installation passed the second time	"
bad performance,although the memory is a little large
app repackaging,"I think some pirated recordings without network connection are not as good as the new concept, although the memory is a little large	"
vulgar content,I really really like it it's really cool and I do a lot of tiktoks something is really creepy piggy said coming for you
bad performance,"Inconsistent performance, crashing all the time and now won't even let me log in, just I finally got an answer from one of my matches lol. Still, please fix"
